"subject","condition","rt","response","observed"
"na1t","speed",0.3386,1,1
"na1t","speed",0.2844,1,1
"na1t","speed",0.4182,1,1
"na1t","speed",0.262,1,1
"na1t","speed",0.3263,1,1
"na1t","speed",0.4264,1,1
"na1t","speed",0.2958,1,1
"na1t","speed",0.3061,1,1
"na1t","speed",0.3071,1,1
"na1t","speed",0.3486,1,1
"na1t","speed",0.3676,1,1
"na1t","speed",0.3423,1,1
"na1t","speed",0.4731,1,1
"na1t","speed",0.345,1,1
"na1t","speed",0.3766,1,1
"na1t","speed",0.3889,1,1
"na1t","speed",0.3049,1,1
"na1t","speed",0.4184,1,1
"na1t","speed",0.3648,1,1
"na1t","speed",0.3473,1,1
"na1t","speed",0.3658,1,1
"na1t","speed",0.3341,1,1
"na1t","speed",0.377,1,1
"na1t","speed",0.4393,1,1
"na1t","speed",0.3396,1,1
"na1t","speed",0.3108,1,1
"na1t","speed",0.3423,1,1
"na1t","speed",0.3444,1,1
"na1t","speed",0.3,1,1
"na1t","speed",0.3468,1,1
"na1t","speed",0.432,1,1
"na1t","speed",0.3918,1,1
"na1t","speed",0.309,1,1
"na1t","speed",0.3789,1,1
"na1t","speed",0.4116,1,1
"na1t","speed",0.3332,0,1
"na1t","speed",0.3745,1,1
"na1t","speed",0.3853,1,1
"na1t","speed",0.3338,1,1
"na1t","speed",0.3054,1,1
"na1t","speed",0.3316,1,1
"na1t","speed",0.371,1,1
"na1t","speed",0.4383,1,1
"na1t","speed",0.329,0,1
"na1t","speed",0.4087,1,1
"na1t","speed",0.3227,1,1
"na1t","speed",0.367,1,1
"na1t","speed",0.4002,1,1
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"na1t","speed",0,0,0
"rmbt","neutral",0.3362,1,1
"rmbt","neutral",0.3834,1,1
"rmbt","neutral",0.5164,0,1
"rmbt","neutral",0.5012,1,1
"rmbt","neutral",0.5208,1,1
"rmbt","neutral",0.3721,0,1
"rmbt","neutral",0.464,1,1
"rmbt","neutral",0.3905,1,1
"rmbt","neutral",0.4349,1,1
"rmbt","neutral",0.3988,1,1
"rmbt","neutral",0.3845,1,1
"rmbt","neutral",0.635,1,1
"rmbt","neutral",0.5049,1,1
"rmbt","neutral",0.4407,1,1
"rmbt","neutral",0.4647,1,1
"rmbt","neutral",0.9796,1,1
"rmbt","neutral",0.5496,1,1
"rmbt","neutral",0.5894,1,1
"rmbt","neutral",0.4888,1,1
"rmbt","neutral",0.6352,1,1
"rmbt","neutral",0.4549,1,1
"rmbt","neutral",0.5847,1,1
"rmbt","neutral",0.6565,1,1
"rmbt","neutral",0.4074,1,1
"rmbt","neutral",0.4539,1,1
"rmbt","neutral",0.4431,1,1
"rmbt","neutral",0.4791,1,1
"rmbt","neutral",0.6486,1,1
"rmbt","neutral",1.0589,1,1
"rmbt","neutral",1.0039,1,1
"rmbt","neutral",0.628,1,1
"rmbt","neutral",0.4368,1,1
"rmbt","neutral",0.752,1,1
"rmbt","neutral",0.4979,1,1
"rmbt","neutral",0.7526,1,1
"rmbt","neutral",0.4631,1,1
"rmbt","neutral",0.3876,1,1
"rmbt","neutral",0.4375,1,1
"rmbt","neutral",0.8116,1,1
"rmbt","neutral",0.6604,1,1
"rmbt","neutral",0.5678,1,1
"rmbt","neutral",0.421,1,1
"rmbt","neutral",0.4172,1,1
"rmbt","neutral",0.4904,1,1
"rmbt","neutral",0.5985,1,1
"rmbt","neutral",0.4291,1,1
"rmbt","neutral",0.7511,1,1
"rmbt","neutral",0.8419,1,1
"rmbt","neutral",0.7912,1,1
"rmbt","neutral",0.4668,1,1
"rmbt","neutral",0.5542,1,1
"rmbt","neutral",0.4617,1,1
"rmbt","neutral",0.758,0,1
"rmbt","neutral",0.6021,1,1
"rmbt","neutral",0.7021,1,1
"rmbt","neutral",0.5971,1,1
"rmbt","neutral",0.3658,1,1
"rmbt","neutral",0.7539,1,1
"rmbt","neutral",0.4137,1,1
"rmbt","neutral",0.3913,1,1
"rmbt","neutral",0.4067,1,1
"rmbt","neutral",0.3635,1,1
"rmbt","neutral",0.4802,1,1
"rmbt","neutral",0.6451,1,1
"rmbt","neutral",0.472,1,1
"rmbt","neutral",0.5156,1,1
"rmbt","neutral",0.7175,1,1
"rmbt","neutral",0.3793,1,1
"rmbt","neutral",0.361,1,1
"rmbt","neutral",0.6054,1,1
"rmbt","neutral",0.4325,1,1
"rmbt","neutral",0.3494,1,1
"rmbt","neutral",0.4957,1,1
"rmbt","neutral",0.5528,1,1
"rmbt","neutral",0.4919,1,1
"rmbt","neutral",0.6105,1,1
"rmbt","neutral",0.567,1,1
"rmbt","neutral",0.6716,1,1
"rmbt","neutral",0.5818,1,1
"rmbt","neutral",0.5358,1,1
"rmbt","neutral",0.5234,1,1
"rmbt","neutral",0.4804,1,1
"rmbt","neutral",0.4675,1,1
"rmbt","neutral",0.3863,1,1
"rmbt","neutral",0.5021,1,1
"rmbt","neutral",0.5109,1,1
"rmbt","neutral",0.7775,1,1
"rmbt","neutral",0.6391,0,1
"rmbt","neutral",0.4806,1,1
"rmbt","neutral",0.3933,1,1
"rmbt","neutral",0.5934,1,1
"rmbt","neutral",0.4235,1,1
"rmbt","neutral",0.5047,1,1
"rmbt","neutral",0.3604,1,1
"rmbt","neutral",0.4383,1,1
"rmbt","neutral",0.3042,1,1
"rmbt","neutral",0.3701,1,1
"rmbt","neutral",0.5193,1,1
"rmbt","neutral",0.5653,1,1
"rmbt","neutral",0.4331,1,1
"rmbt","neutral",0.4684,1,1
"rmbt","neutral",0.569,1,1
"rmbt","neutral",0.7174,1,1
"rmbt","neutral",0.5966,1,1
"rmbt","neutral",0.4124,1,1
"rmbt","neutral",0.5411,1,1
"rmbt","neutral",0.5697,1,1
"rmbt","neutral",0.5933,1,1
"rmbt","neutral",0.8867,1,1
"rmbt","neutral",0.5199,1,1
"rmbt","neutral",0.4615,1,1
"rmbt","neutral",0.5007,1,1
"rmbt","neutral",0.373,1,1
"rmbt","neutral",0.4749,1,1
"rmbt","neutral",0.4255,1,1
"rmbt","neutral",0.5117,1,1
"rmbt","neutral",0.4633,1,1
"rmbt","neutral",0.6757,1,1
"rmbt","neutral",0.4104,1,1
"rmbt","neutral",0.6118,1,1
"rmbt","neutral",0.446,1,1
"rmbt","neutral",0.5594,1,1
"rmbt","neutral",0.6596,1,1
"rmbt","neutral",0.4164,1,1
"rmbt","neutral",0.5704,1,1
"rmbt","neutral",0.6977,1,1
"rmbt","neutral",0.6194,1,1
"rmbt","neutral",0.5119,0,1
"rmbt","neutral",0.4205,1,1
"rmbt","neutral",0.6191,0,1
"rmbt","neutral",0.5539,0,1
"rmbt","neutral",0.4731,1,1
"rmbt","neutral",0.4197,1,1
"rmbt","neutral",0.4122,1,1
"rmbt","neutral",0.4901,1,1
"rmbt","neutral",0.4818,1,1
"rmbt","neutral",0.6149,1,1
"rmbt","neutral",0.5948,1,1
"rmbt","neutral",0.4853,0,1
"rmbt","neutral",0.5371,1,1
"rmbt","neutral",0.4661,1,1
"rmbt","neutral",0.3733,0,1
"rmbt","neutral",0.8543,1,1
"rmbt","neutral",0.534,1,1
"rmbt","neutral",0.8422,1,1
"rmbt","neutral",0.5451,1,1
"rmbt","neutral",0.5099,1,1
"rmbt","neutral",0.4657,1,1
"rmbt","neutral",0.4992,1,1
"rmbt","neutral",0.599,1,1
"rmbt","neutral",0.647,0,1
"rmbt","neutral",0.6617,1,1
"rmbt","neutral",0.6302,1,1
"rmbt","neutral",0.722,0,1
"rmbt","neutral",0.5285,1,1
"rmbt","neutral",0.4687,1,1
"rmbt","neutral",0.4883,1,1
"rmbt","neutral",0.358,0,1
"rmbt","neutral",0.6585,0,1
"rmbt","neutral",0.3765,1,1
"rmbt","neutral",0.436,1,1
"rmbt","neutral",0.3678,0,1
"rmbt","neutral",0.4111,1,1
"rmbt","neutral",0.3878,1,1
"rmbt","neutral",0.3892,1,1
"rmbt","neutral",0.4682,1,1
"rmbt","neutral",0.4747,1,1
"rmbt","neutral",0.5393,0,1
"rmbt","neutral",0.5106,1,1
"rmbt","neutral",0.5823,1,1
"rmbt","neutral",0.5893,1,1
"rmbt","neutral",0.493,1,1
"rmbt","neutral",0.4816,1,1
"rmbt","neutral",0.4197,1,1
"rmbt","neutral",0.4601,1,1
"rmbt","neutral",0.5101,1,1
"rmbt","neutral",0.7872,1,1
"rmbt","neutral",0.5155,1,1
"rmbt","neutral",0.5294,1,1
"rmbt","neutral",0.5445,1,1
"rmbt","neutral",0.4298,1,1
"rmbt","neutral",0.4294,1,1
"rmbt","neutral",0.6408,1,1
"rmbt","neutral",0.3608,1,1
"rmbt","neutral",0.8152,1,1
"rmbt","neutral",0.3518,0,1
"rmbt","neutral",0.4493,1,1
"rmbt","neutral",0.5084,1,1
"rmbt","neutral",0.5529,1,1
"rmbt","neutral",0.4356,1,1
"rmbt","neutral",0.4711,1,1
"rmbt","neutral",0.4426,1,1
"rmbt","neutral",0.3797,1,1
"rmbt","neutral",0.4739,1,1
"rmbt","neutral",0.4614,0,1
"rmbt","neutral",0.4363,0,1
"rmbt","neutral",0.5724,1,1
"rmbt","neutral",0.9503,1,1
"rmbt","neutral",0.7155,1,1
"rmbt","neutral",0.333,1,1
"rmbt","neutral",0.4452,1,1
"rmbt","neutral",0.5434,0,1
"rmbt","neutral",0.3423,1,1
"rmbt","neutral",0.2869,1,1
"rmbt","neutral",0.3455,0,1
"rmbt","neutral",0.4482,1,1
"rmbt","neutral",0.3975,1,1
"rmbt","neutral",0.5285,1,1
"rmbt","neutral",0.3749,1,1
"rmbt","neutral",0.4741,1,1
"rmbt","neutral",0.598,1,1
"rmbt","neutral",0.5199,1,1
"rmbt","neutral",0.7844,1,1
"rmbt","neutral",0.4601,1,1
"rmbt","neutral",0.5993,1,1
"rmbt","neutral",0.4715,1,1
"rmbt","neutral",0.4876,1,1
"rmbt","neutral",0.5121,1,1
"rmbt","neutral",0.8305,0,1
"rmbt","neutral",0.3437,1,1
"rmbt","neutral",0.395,1,1
"rmbt","neutral",0.5891,1,1
"rmbt","neutral",0.3533,0,1
"rmbt","neutral",0.4564,1,1
"rmbt","neutral",0.4869,1,1
"rmbt","neutral",0.5318,1,1
"rmbt","neutral",0.853,1,1
"rmbt","neutral",0.5658,0,1
"rmbt","neutral",0.588,1,1
"rmbt","neutral",0.4845,1,1
"rmbt","neutral",0.3949,1,1
"rmbt","neutral",0.4708,1,1
"rmbt","neutral",0.8045,1,1
"rmbt","neutral",0.541,1,1
"rmbt","neutral",0.4393,1,1
"rmbt","neutral",0.4494,1,1
"rmbt","neutral",0.4082,1,1
"rmbt","neutral",0.4872,1,1
"rmbt","neutral",0.455,1,1
"rmbt","neutral",0.4465,1,1
"rmbt","neutral",0.5238,1,1
"rmbt","neutral",0.4888,1,1
"rmbt","neutral",0.5428,0,1
"rmbt","neutral",0.4318,1,1
"rmbt","neutral",0.6535,0,1
"rmbt","neutral",0.4638,1,1
"rmbt","neutral",0.415,1,1
"rmbt","neutral",0.398,1,1
"rmbt","neutral",0.6661,1,1
"rmbt","neutral",0.3523,1,1
"rmbt","neutral",0.483,1,1
"rmbt","neutral",0.4664,1,1
"rmbt","neutral",0.5674,1,1
"rmbt","neutral",0.5279,1,1
"rmbt","neutral",0.7738,1,1
"rmbt","neutral",0.5349,1,1
"rmbt","neutral",0.6476,1,1
"rmbt","neutral",0.8577,1,1
"rmbt","neutral",0.7687,1,1
"rmbt","neutral",0.4893,1,1
"rmbt","neutral",0.7003,1,1
"rmbt","neutral",0.6666,1,1
"rmbt","neutral",0.475,1,1
"rmbt","neutral",0.4403,1,1
"rmbt","neutral",0.4621,1,1
"rmbt","neutral",0.4727,0,1
"rmbt","neutral",0.4232,0,1
"rmbt","neutral",0.3667,1,1
"rmbt","neutral",0.625,1,1
"rmbt","neutral",0.5919,1,1
"rmbt","neutral",0.5142,1,1
"rmbt","neutral",0.7021,1,1
"rmbt","neutral",0.6035,1,1
"rmbt","neutral",0.6131,1,1
"rmbt","neutral",0.5104,1,1
"rmbt","neutral",0.7268,1,1
"rmbt","neutral",0.3986,1,1
"rmbt","neutral",0.609,0,1
"rmbt","neutral",0.8717,0,1
"rmbt","neutral",0.5373,1,1
"rmbt","neutral",0.4249,1,1
"rmbt","neutral",0.3415,1,1
"rmbt","neutral",0.6354,1,1
"rmbt","neutral",0.4042,1,1
"rmbt","neutral",0.4135,0,1
"rmbt","neutral",0.6164,1,1
"rmbt","neutral",0.518,1,1
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","neutral",0,0,0
"rmbt","speed",0.5289,1,1
"rmbt","speed",0.3963,1,1
"rmbt","speed",0.4886,1,1
"rmbt","speed",0.3337,1,1
"rmbt","speed",0.3805,1,1
"rmbt","speed",0.3774,1,1
"rmbt","speed",0.4129,1,1
"rmbt","speed",0.282,1,1
"rmbt","speed",0.3334,1,1
"rmbt","speed",0.4378,1,1
"rmbt","speed",0.5745,1,1
"rmbt","speed",0.3701,1,1
"rmbt","speed",0.5166,1,1
"rmbt","speed",0.4639,1,1
"rmbt","speed",0.4069,1,1
"rmbt","speed",0.4535,1,1
"rmbt","speed",0.4847,1,1
"rmbt","speed",0.3201,1,1
"rmbt","speed",0.3084,1,1
"rmbt","speed",0.3288,1,1
"rmbt","speed",0.4078,1,1
"rmbt","speed",0.4075,1,1
"rmbt","speed",0.4401,1,1
"rmbt","speed",0.3818,0,1
"rmbt","speed",0.4299,1,1
"rmbt","speed",0.4854,0,1
"rmbt","speed",0.2923,1,1
"rmbt","speed",0.4028,1,1
"rmbt","speed",0.5083,1,1
"rmbt","speed",0.5197,1,1
"rmbt","speed",0.4216,1,1
"rmbt","speed",0.4998,1,1
"rmbt","speed",0.3499,1,1
"rmbt","speed",0.5994,1,1
"rmbt","speed",0.5865,0,1
"rmbt","speed",0.2669,1,1
"rmbt","speed",0.4245,1,1
"rmbt","speed",0.4229,1,1
"rmbt","speed",0.337,1,1
"rmbt","speed",0.3229,1,1
"rmbt","speed",0.3125,1,1
"rmbt","speed",0.3653,1,1
"rmbt","speed",0.3277,1,1
"rmbt","speed",0.47,0,1
"rmbt","speed",0.3951,0,1
"rmbt","speed",0.4577,0,1
"rmbt","speed",0.502,0,1
"rmbt","speed",0.4368,1,1
"rmbt","speed",0.3959,0,1
"rmbt","speed",0.5909,1,1
"rmbt","speed",0.4838,1,1
"rmbt","speed",0.6197,1,1
"rmbt","speed",0.4533,1,1
"rmbt","speed",0.4384,1,1
"rmbt","speed",0.4727,1,1
"rmbt","speed",0.465,1,1
"rmbt","speed",0.4202,0,1
"rmbt","speed",0.4886,1,1
"rmbt","speed",0.3736,1,1
"rmbt","speed",0.2653,1,1
"rmbt","speed",0.3971,1,1
"rmbt","speed",0.3246,1,1
"rmbt","speed",0.3604,1,1
"rmbt","speed",0.2832,1,1
"rmbt","speed",0.325,1,1
"rmbt","speed",0.2714,0,1
"rmbt","speed",0.3078,0,1
"rmbt","speed",0.3596,1,1
"rmbt","speed",0.3522,1,1
"rmbt","speed",0.5287,1,1
"rmbt","speed",0.4504,0,1
"rmbt","speed",0.3131,1,1
"rmbt","speed",0.3975,1,1
"rmbt","speed",0.4715,0,1
"rmbt","speed",0.8046,1,1
"rmbt","speed",0.5562,1,1
"rmbt","speed",0.3522,0,1
"rmbt","speed",0.3146,1,1
"rmbt","speed",0.2664,0,1
"rmbt","speed",0.3259,1,1
"rmbt","speed",0.2736,0,1
"rmbt","speed",0.6614,1,1
"rmbt","speed",0.5577,0,1
"rmbt","speed",0.3866,1,1
"rmbt","speed",0.3281,1,1
"rmbt","speed",0.3377,0,1
"rmbt","speed",0.3853,0,1
"rmbt","speed",0.3775,0,1
"rmbt","speed",0.3993,1,1
"rmbt","speed",0.2883,1,1
"rmbt","speed",0.6348,1,1
"rmbt","speed",0.2776,1,1
"rmbt","speed",0.3678,0,1
"rmbt","speed",0.3725,1,1
"rmbt","speed",0.3118,0,1
"rmbt","speed",0.3423,1,1
"rmbt","speed",0.2849,1,1
"rmbt","speed",0.344,1,1
"rmbt","speed",0.4284,1,1
"rmbt","speed",0.4748,1,1
"rmbt","speed",0.3638,1,1
"rmbt","speed",0.3575,1,1
"rmbt","speed",0.3913,0,1
"rmbt","speed",0.4249,1,1
"rmbt","speed",0.4841,0,1
"rmbt","speed",0.2773,1,1
"rmbt","speed",0.2921,0,1
"rmbt","speed",0.3939,1,1
"rmbt","speed",0.4247,1,1
"rmbt","speed",0.2772,0,1
"rmbt","speed",0.3972,0,1
"rmbt","speed",0.4269,0,1
"rmbt","speed",0.3271,1,1
"rmbt","speed",0.455,1,1
"rmbt","speed",0.3795,0,1
"rmbt","speed",0.4139,1,1
"rmbt","speed",0.4135,1,1
"rmbt","speed",0.3572,1,1
"rmbt","speed",0.529,1,1
"rmbt","speed",0.3056,1,1
"rmbt","speed",0.3124,0,1
"rmbt","speed",0.3679,1,1
"rmbt","speed",0.3326,0,1
"rmbt","speed",0.3243,1,1
"rmbt","speed",0.7276,1,1
"rmbt","speed",0.4422,1,1
"rmbt","speed",0.541,1,1
"rmbt","speed",0.4203,0,1
"rmbt","speed",0.3223,1,1
"rmbt","speed",0.3448,0,1
"rmbt","speed",0.3342,1,1
"rmbt","speed",0.3223,1,1
"rmbt","speed",0.5388,1,1
"rmbt","speed",0.3273,1,1
"rmbt","speed",0.3295,1,1
"rmbt","speed",0.3576,1,1
"rmbt","speed",0.4446,1,1
"rmbt","speed",0.309,1,1
"rmbt","speed",0.4958,1,1
"rmbt","speed",0.446,0,1
"rmbt","speed",0.338,1,1
"rmbt","speed",0.5775,1,1
"rmbt","speed",0.2962,1,1
"rmbt","speed",0.3381,1,1
"rmbt","speed",0.453,0,1
"rmbt","speed",0.3601,1,1
"rmbt","speed",0.4486,1,1
"rmbt","speed",0.4202,1,1
"rmbt","speed",0.5918,1,1
"rmbt","speed",0.2708,1,1
"rmbt","speed",0.3641,1,1
"rmbt","speed",0.4462,1,1
"rmbt","speed",0.4406,1,1
"rmbt","speed",0.3272,1,1
"rmbt","speed",0.3007,1,1
"rmbt","speed",0.3763,1,1
"rmbt","speed",0.4619,1,1
"rmbt","speed",0.3881,0,1
"rmbt","speed",0.4203,1,1
"rmbt","speed",0.4792,1,1
"rmbt","speed",0.4564,1,1
"rmbt","speed",0.3764,1,1
"rmbt","speed",0.3359,0,1
"rmbt","speed",0.3107,1,1
"rmbt","speed",0.3051,1,1
"rmbt","speed",0.3561,1,1
"rmbt","speed",0.3297,1,1
"rmbt","speed",0.4204,1,1
"rmbt","speed",0.3489,1,1
"rmbt","speed",0.3886,1,1
"rmbt","speed",0.5075,1,1
"rmbt","speed",0.4797,1,1
"rmbt","speed",0.3304,0,1
"rmbt","speed",0.565,1,1
"rmbt","speed",0.4565,1,1
"rmbt","speed",0.5861,1,1
"rmbt","speed",0.3113,0,1
"rmbt","speed",0.5186,1,1
"rmbt","speed",0.3336,1,1
"rmbt","speed",0.3062,1,1
"rmbt","speed",0.3836,1,1
"rmbt","speed",0.5146,1,1
"rmbt","speed",0.3859,1,1
"rmbt","speed",0.4422,1,1
"rmbt","speed",0.4457,1,1
"rmbt","speed",0.5001,1,1
"rmbt","speed",0.4144,0,1
"rmbt","speed",0.3137,0,1
"rmbt","speed",0.3789,1,1
"rmbt","speed",0.4268,1,1
"rmbt","speed",0.4046,0,1
"rmbt","speed",0.2539,0,1
"rmbt","speed",0.3082,1,1
"rmbt","speed",0.551,1,1
"rmbt","speed",0.4704,1,1
"rmbt","speed",0.3514,1,1
"rmbt","speed",0.418,0,1
"rmbt","speed",0.4286,1,1
"rmbt","speed",0.3397,1,1
"rmbt","speed",0.2727,1,1
"rmbt","speed",0.3016,1,1
"rmbt","speed",0.3091,1,1
"rmbt","speed",0.2941,1,1
"rmbt","speed",0.2768,0,1
"rmbt","speed",0.5676,1,1
"rmbt","speed",0.3689,1,1
"rmbt","speed",0.4531,1,1
"rmbt","speed",0.3701,1,1
"rmbt","speed",0.3112,0,1
"rmbt","speed",0.2981,1,1
"rmbt","speed",0.3573,1,1
"rmbt","speed",0.3671,0,1
"rmbt","speed",0.2962,0,1
"rmbt","speed",0.3311,0,1
"rmbt","speed",0.3166,1,1
"rmbt","speed",0.4138,1,1
"rmbt","speed",0.3227,0,1
"rmbt","speed",0.4503,1,1
"rmbt","speed",0.3104,1,1
"rmbt","speed",0.4033,1,1
"rmbt","speed",0.4099,1,1
"rmbt","speed",0.3704,0,1
"rmbt","speed",0.3392,1,1
"rmbt","speed",0.3723,1,1
"rmbt","speed",0.4363,1,1
"rmbt","speed",0.3363,0,1
"rmbt","speed",0.4683,1,1
"rmbt","speed",0.3254,0,1
"rmbt","speed",0.375,0,1
"rmbt","speed",0.3124,0,1
"rmbt","speed",0.3851,1,1
"rmbt","speed",0.3589,1,1
"rmbt","speed",0.4559,1,1
"rmbt","speed",0.5571,0,1
"rmbt","speed",0.8769,0,1
"rmbt","speed",0.569,1,1
"rmbt","speed",0.7336,1,1
"rmbt","speed",0.346,0,1
"rmbt","speed",0.3629,1,1
"rmbt","speed",0.6064,1,1
"rmbt","speed",0.4814,1,1
"rmbt","speed",0.7039,1,1
"rmbt","speed",0.6046,1,1
"rmbt","speed",0.4346,0,1
"rmbt","speed",0.4468,0,1
"rmbt","speed",0.2959,0,1
"rmbt","speed",0.5529,1,1
"rmbt","speed",0.3059,1,1
"rmbt","speed",0.6934,1,1
"rmbt","speed",0.2625,1,1
"rmbt","speed",0.42,0,1
"rmbt","speed",0.4524,1,1
"rmbt","speed",0.5778,1,1
"rmbt","speed",0.2674,1,1
"rmbt","speed",0.3273,1,1
"rmbt","speed",0.2642,1,1
"rmbt","speed",0.5872,1,1
"rmbt","speed",0.7204,1,1
"rmbt","speed",0.4478,1,1
"rmbt","speed",0.3885,1,1
"rmbt","speed",0.2858,0,1
"rmbt","speed",0.5077,1,1
"rmbt","speed",0.3393,1,1
"rmbt","speed",0.2954,1,1
"rmbt","speed",0.3046,1,1
"rmbt","speed",0.5077,0,1
"rmbt","speed",0.3223,0,1
"rmbt","speed",0.5815,1,1
"rmbt","speed",0.4266,0,1
"rmbt","speed",0.4974,1,1
"rmbt","speed",0.3739,0,1
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
"rmbt","speed",0,0,0
